utterance,encoded_intent,labels
help me remove a product from purchase 113542617735902,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
updating purchase 00123842,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
need to add several products to order 370795561790,1,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
help to add an article to order 732201349959,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
assistance with changing order 370795561790,1,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
editing order 00123842,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
what do i have to do to change a item of order 370795561790,1,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1]"
need help to switch an article of purchase 370795561790,1,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
need to update purchase 00004587345,1,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
wanna change an article of purchase 00004587345,1,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
how can i edt order 370795561790,1,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]"
correct purchase 113542617735902,1,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
I have to switch a product of order 732201349959,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
add item to order 00123842,1,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
want assistance swapping a article of order 00004587345,1,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
remove something from order 00123842,1,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
add something to order 732201349959,1,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
assistance to switch something of purchase 113542617735902,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I do not know how I can swap something of purchase 00123842,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
assistance to swap an item of order 113542617735902,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I need to add an article to order 370795561790,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
need help with adding something to order 113542617735902,1,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
is it possible to switch some items of order 732201349959?,1,"[0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0]"
help me deleting some products from order 113542617735902,1,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
I want assistance to delete something from purchase 00123842,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i have to correct purchase 370795561790,1,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
help me to switch some items of order 370795561790,1,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
i missed a product ij order 732201349959 how can i add it,1,"[1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1]"
I need information about editing order 370795561790,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
is it possible to remove a product from order 732201349959?,1,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
want help switching several products of order 370795561790,1,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
problem with switching something of order 732201349959,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
need help removing a product from order 00004587345,1,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I want help to add an item to purchase 732201349959,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
can you help me updating order 113542617735902?,1,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I try to change something of purchase 370795561790,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
can i delete something from order  370795561790,1,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]"
how to change an article of order 00123842?,1,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
need help removing some articles frfom order 113542617735902,1,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1]"
i want assistance to switc some products of order 00123842,1,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1]"
i have made a mistake hopw could i correct purchase 00123842,1,"[1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1]"
how can I delete a product from order 00004587345?,1,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
help me edit order 00004587345,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
help updating order 00123842,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
could I change order 732201349959?,1,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
problems with adding some articles to purchase 370795561790,1,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
can i swap something off purchase 732201349959,1,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]"
add item to order 113542617735902,1,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
I want to swap several products of order 00004587345,1,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
I want help updating purchase 00004587345,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
change order 370795561790,1,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
correct order 113542617735902,1,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
modify order 732201349959,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I have a questioin about changing purchase 732201349959,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
I need to swap a bloody ptoduct of purchase 370795561790,1,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1]"
I can't switch a bloody item of order 113542617735902,1,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
i need help changing a damn product of order 00123842,1,"[1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
wanna edit purchase 370795561790,1,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
how to change a product of order 00004587345?,1,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
can iswap an article of order 00004587345,1,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]"
assistance swapping a product of order 370795561790,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
delete something from purchase 370795561790,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
remove something from order 732201349959,1,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
is it possible to switch some articles of order 00123842?,1,"[0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0]"
change order 732201349959,1,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
add something to order,1,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
change order,1,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
remove item from order,1,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
wanna delete several items  from purchase 00123842 help me,1,"[1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1]"
change some articles of purchase 113542617735902,1,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
i try to swap a product of purchazse 00004587345,1,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
remove item from order 00004587345,1,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
I am trying to add some items to purchase 00123842,1,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
want help swapping several articles of order 113542617735902,1,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
I missed a product in order 370795561790,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
can Iswap several items of order 732201349959?,1,"[0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1]"
change purchase 00123842,1,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
edit order 00123842,1,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
remove something from order 370795561790,1,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
I need assistance with editing order 113542617735902,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
how to swap an item of order 732201349959?,1,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
help to remove an item from order113542617735902,1,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
help me correct purchase 113542617735902,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I cannot add an item to order 00004587345,1,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
how could I remove some items from order 113542617735902?,1,"[0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]"
need to remove some items from order 370795561790,1,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
I need to change purchase 370795561790,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
assistance to add some items to purchase 113542617735902,1,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
assistance updating purchase 00123842,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
edit purchase 370795561790,1,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
i have to edit purchase 732201349959 i need help,1,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
i cannot delete a product from purchase 00123842,1,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
"I want to edit order 732201349959, help me",1,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
can I change purchase 370795561790?,1,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I cannot add some items to purchase 370795561790,1,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0]"
can you help me to add something to purchase 370795561790?,1,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I want help to edit order 00123842,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I have got to switch several items of order 00004587345,1,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
add a goddamn item to purchase 732201349959,1,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
I wantassistance swapping an item of order 113542617735902,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
modify purchase 113542617735902,1,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
editing order 732201349959,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I try to switch an article of order 370795561790,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I am trying to add several products to order 00004587345,1,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
change purchase 113542617735902,1,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
i cannot edit order 732201349959,1,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
I cannot switch some products of purchase 00004587345,1,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0]"
need to add something to purchase 00004587345,1,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
add item to order 370795561790,1,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
how to switch some items of order 732201349959?,1,"[0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0]"
"I want to correct purchase 732201349959, how do I do it?",1,"[0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0]"
I want to delete a goddamn item from order 732201349959,1,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
change an aeticle of purchase 113542617735902,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
want help to add several items to order 00123842,1,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
help me to switch some items of order 113542617735902,1,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
wanna switch an item of order 113542617735902 ohw to do it,1,"[1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1]"
changing order 00004587345,1,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
removing something from order 732201349959,1,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
switch some products of order 00123842,1,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
I want to change several products of order 00004587345,1,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
i needassistance with adding an item to order 732201349959,1,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
can I edit order 370795561790?,1,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
i want help removing a product from order 00004587345,1,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I want help adding an article to order 00004587345,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
modify purchase 370795561790,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i cant switch something of purchase 00123842,1,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
need to add somehting to purchase 00004587345,1,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
how do I add several items to order 732201349959 ?,1,"[0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1]"
help me modify order 370795561790,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
edit purchase 00123842,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i want information about modifying purchase 732201349959,1,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
how cvan i switch a product of purchase 00004587345,1,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]"
i cant switch a product of order 370795561790,1,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i want hlp to swap a goddamn product of purchase 00004587345,1,"[1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1]"
"I missed some items in purchase 00123842, can I add them?",1,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0]"
can i add some articles to order 00004587345,1,"[1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0]"
modify order 00123842,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
assistance swapping some products of purchase 370795561790,1,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
help to switch some items of purchase 00123842,1,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
i have to delete a product from purchase 732201349959,1,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
needd help switching several items of order 00004587345,1,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1]"
i need help modifyingg purchase 00123842,1,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
i dont know how to delete something from order 370795561790,1,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
want help to ad some items to order 370795561790,1,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1]"
I can't switch some products of purchase 00004587345,1,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
i cant chnge a product of purchase 370795561790,1,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
switch several items of order 732201349959,1,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
remove something from order 00004587345,1,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
is it possible to swap some articles of purchase 00123842,1,"[1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0]"
wanna change a product of purchase 00123842 can uhelp me,1,"[1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0]"
I need help with swaping an article of order 00004587345,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
i need help to change purchase 113542617735902,1,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i missed an item in purchase 00123842 i need help adding it,1,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
add item to order 00004587345,1,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
remove some products from purchase 113542617735902,1,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
"I have to swap an item of order 370795561790, I need help",1,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
help editing order 00004587345,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i have to add an item to purchase 370795561790,1,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I have to add a product to order 370795561790,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i want ehlp to change some articles of purchase 732201349959,1,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1]"
problem with modifying order 00004587345,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
can you help me change some items of purchase 00123842?,1,"[0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0]"
how to add an article to purchase 732201349959,1,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
want assistance to change an bloody order i have made,1,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1]"
I need to change several products of purchase 00004587345,1,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
I am trying to change an item of purchaes 370795561790,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
add something to order 00004587345,1,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
need to delete something from  order 113542617735902,1,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
how to change some products of ofder 00004587345,1,"[1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1]"
I try to edit purchase 113542617735902,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
wanna change some items of order 732201349959 how do i do it,1,"[1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0]"
update order 113542617735902,1,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
add item to order 732201349959,1,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
I wasnt assistance deleting some items from order 00123842,1,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1]"
remove item from order 113542617735902,1,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
i have got to swap several articles of purchase 370795561790,1,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
wanna change some products of order 113542617735902,1,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
need to remove several items from purchase 370795561790,1,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
how to add a product to purchase 113542617735902,1,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I want help to add something to purchase 113542617735902,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
how do i swap some items of purchase 00123842,1,"[1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0]"
how to change order 113542617735902?,1,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
i do not know how to swap an item of order 732201349959,1,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
need assistance to remove a product from roder 00123842,1,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
I need help to change order 00123842,1,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
edit order 370795561790,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
help me to add something to purchase 732201349959,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
want help to add an article to order 732201349959,1,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
what do i have to do to add sometthing to order 00004587345,1,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1]"
I have to add an article to order 00004587345,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
"I made a mistake, help correcting order 00004587345",1,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
I cannot change something of purchase 732201349959,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
edit order 732201349959,1,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
"I have got to edit order 370795561790, can you help me?",1,"[0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0]"
I cannot update order 113542617735902,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
modify purchase 00123842,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i need help to switch some products of order 732201349959,1,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
wanna change some articles of order 732201349959 help me,1,"[1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0]"
I cannot swap a damn product of purchase 370795561790,1,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0]"
I try to change a product of order 732201349959,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I have got to modify purchase 113542617735902,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
could i deete several damn articles from order 00004587345,1,"[1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1]"
want help to swap several items of order 00004587345,1,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
i have to swap a product of purchase 00123842,1,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
update purchase 732201349959,1,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
problems with switching an article of order 113542617735902,1,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
remove item from order 00123842,1,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
remove item from order 370795561790,1,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
how to remove an item from order 370795561790,1,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
could i correct purchase 370795561790,1,"[1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
edit order 00004587345,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i have got to swap several items of order 732201349959,1,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
I do not know how I could add an item to order 370795561790,1,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
change order 113542617735902,1,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
add something to order 113542617735902,1,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
help to remove a damn product from order 732201349959,1,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
need help with changing some items of order 370795561790,1,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
remove something from order,1,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
how could I remove some items from order 370795561790?,1,"[0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]"
how can I edit purchase 370795561790?,1,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
can I change some fucking products of purchase 00123842?,1,"[0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0]"
how can I add something to purchase 00004587345?,1,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
how to swap an fucking product of purchase 00004587345,1,"[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]"
"I made a mistske, need help to modify purchase 732201349959",1,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1]"
i nede help to add some items to order 370795561790,1,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1]"
edit purchase 732201349959,1,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
I cannot swap an article of order 113542617735902,1,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
I want help removing some articles from purchase 00004587345,1,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
I don't know what to do to correct the delivery address,2,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
there is a trouble trying to correct the address,2,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I have an issue trying to change the delivery address,2,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i dont know what i have to do to modify my address,2,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I need assistance trying to  update my shipping address,2,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
I have troubles editing the shipping address,2,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
I need support trying to change thew delivery address,2,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
I have got to modify my address,2,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
can you tell me about an address update?,2,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I have a question about a delivery address modification,2,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
issue changing address,2,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
tell me more about editing my shipping address,2,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
uspports editing my address,2,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1]"
tell me more about a shipping address change,2,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
I have got to edit my address,2,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
support editing my shipping address,2,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
want support trying to change my delivery address,2,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
need to change the address,2,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i want suoports updating the shipping address,2,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1]"
I need support trying to modify my shipping address,2,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
"I need to modify my delivery address, how can I do it?",2,"[0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0]"
need supports trying to change my address,2,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
I have an error trying to change my address,2,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
need supports trying to modify my address,2,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
i want support correcting my address,2,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
want assistance to correct the shipping address,2,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i need support editing the address,2,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
want supports trying to modify my address,2,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
there are probems editing the shipping address,2,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1]"
there are troubles trying to update the delivery address,2,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
I chose a wrong address by mistake,2,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
"I entered a wrong hsipping address, can I change it?",2,"[0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1]"
"I chose a wrong address, can you help me updating it?",2,"[0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0]"
errors updating shipping address,2,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0]"
"I need to modify the address, help me",2,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
I want assistance changing the address,2,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I don't know how to edit the delivery address,2,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
there is an error trying to correct my shipping address,2,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
