utterance,intent,entity_type,entity_value,start_offset,end_offset,category,tags
I try to change something of purchase 370795561790,change_order,order_id,370795561790,38.0,50.0,ORDER,BL
can i delete something from order  370795561790,change_order,order_id,370795561790,35.0,47.0,ORDER,BILQZ
how to change an article of order 00123842?,change_order,order_id,00123842,34.0,42.0,ORDER,BIL
need help removing some articles frfom order 113542617735902,change_order,order_id,113542617735902,45.0,60.0,ORDER,BLMQZ
i want assistance to switc some products of order 00123842,change_order,order_id,00123842,50.0,58.0,ORDER,BLMQZ
i have made a mistake hopw could i correct purchase 00123842,change_order,order_id,00123842,52.0,60.0,ORDER,BCILPQZ
how can I delete a product from order 00004587345?,change_order,order_id,00004587345,38.0,49.0,ORDER,BIL
help me edit order 00004587345,change_order,order_id,00004587345,19.0,30.0,ORDER,BL
help updating order 00123842,change_order,order_id,00123842,20.0,28.0,ORDER,BL
could I change order 732201349959?,change_order,order_id,732201349959,21.0,33.0,ORDER,BIP
problems with adding some articles to purchase 370795561790,change_order,order_id,370795561790,47.0,59.0,ORDER,BLM
can i swap something off purchase 732201349959,change_order,order_id,732201349959,34.0,46.0,ORDER,BILQZ
add item to order 113542617735902,change_order,order_id,113542617735902,18.0,33.0,ORDER,BK
I want to swap several products of order 00004587345,change_order,order_id,00004587345,41.0,52.0,ORDER,BLM
I want help updating purchase 00004587345,change_order,order_id,00004587345,30.0,41.0,ORDER,BL
change order 370795561790,change_order,order_id,370795561790,13.0,25.0,ORDER,BK
correct order 113542617735902,change_order,order_id,113542617735902,14.0,29.0,ORDER,BKL
modify order 732201349959,change_order,order_id,732201349959,13.0,25.0,ORDER,BL
I have a questioin about changing purchase 732201349959,change_order,order_id,732201349959,43.0,55.0,ORDER,BLZ
I need to swap a bloody ptoduct of purchase 370795561790,change_order,order_id,370795561790,44.0,56.0,ORDER,BLWZ
I can't switch a bloody item of order 113542617735902,change_order,order_id,113542617735902,38.0,53.0,ORDER,BLNW
i need help changing a damn product of order 00123842,change_order,order_id,00123842,45.0,53.0,ORDER,BLQW
wanna edit purchase 370795561790,change_order,order_id,370795561790,20.0,32.0,ORDER,BLQ
how to change a product of order 00004587345?,change_order,order_id,00004587345,33.0,44.0,ORDER,BIL
can iswap an article of order 00004587345,change_order,order_id,00004587345,30.0,41.0,ORDER,BILQZ
assistance swapping a product of order 370795561790,change_order,order_id,370795561790,39.0,51.0,ORDER,BL
delete something from purchase 370795561790,change_order,order_id,370795561790,31.0,43.0,ORDER,BL
remove something from order 732201349959,change_order,order_id,732201349959,28.0,40.0,ORDER,BK
is it possible to switch some articles of order 00123842?,change_order,order_id,00123842,48.0,56.0,ORDER,BILM
change order 732201349959,change_order,order_id,732201349959,13.0,25.0,ORDER,BK
add something to order,change_order,,,,,ORDER,BK
change order,change_order,,,,,ORDER,BK
remove item from order,change_order,,,,,ORDER,BK
wanna delete several items  from purchase 00123842 help me,change_order,order_id,00123842,42.0,50.0,ORDER,BCLMQZ
change some articles of purchase 113542617735902,change_order,order_id,113542617735902,33.0,48.0,ORDER,BLM
i try to swap a product of purchazse 00004587345,change_order,order_id,00004587345,37.0,48.0,ORDER,BLQZ
remove item from order 00004587345,change_order,order_id,00004587345,23.0,34.0,ORDER,BK
I am trying to add some items to purchase 00123842,change_order,order_id,00123842,42.0,50.0,ORDER,BLM
want help swapping several articles of order 113542617735902,change_order,order_id,113542617735902,45.0,60.0,ORDER,BLMQ
I missed a product in order 370795561790,change_order,order_id,370795561790,28.0,40.0,ORDER,BL
can Iswap several items of order 732201349959?,change_order,order_id,732201349959,33.0,45.0,ORDER,BILMZ
change purchase 00123842,change_order,order_id,00123842,16.0,24.0,ORDER,BKL
edit order 00123842,change_order,order_id,00123842,11.0,19.0,ORDER,BKL
remove something from order 370795561790,change_order,order_id,370795561790,28.0,40.0,ORDER,BK
I need assistance with editing order 113542617735902,change_order,order_id,113542617735902,37.0,52.0,ORDER,BL
how to swap an item of order 732201349959?,change_order,order_id,732201349959,29.0,41.0,ORDER,BIL
help to remove an item from order113542617735902,change_order,order_id,113542617735902,33.0,48.0,ORDER,BZ
help me correct purchase 113542617735902,change_order,order_id,113542617735902,25.0,40.0,ORDER,BL
I cannot add an item to order 00004587345,change_order,order_id,00004587345,30.0,41.0,ORDER,BEN
how could I remove some items from order 113542617735902?,change_order,order_id,113542617735902,41.0,56.0,ORDER,BIMP
need to remove some items from order 370795561790,change_order,order_id,370795561790,37.0,49.0,ORDER,BMQ
I need to change purchase 370795561790,change_order,order_id,370795561790,26.0,38.0,ORDER,BL
assistance to add some items to purchase 113542617735902,change_order,order_id,113542617735902,41.0,56.0,ORDER,BLM
assistance updating purchase 00123842,change_order,order_id,00123842,29.0,37.0,ORDER,BL
edit purchase 370795561790,change_order,order_id,370795561790,14.0,26.0,ORDER,BKL
i have to edit purchase 732201349959 i need help,change_order,order_id,732201349959,24.0,36.0,ORDER,BCLQ
i cannot delete a product from purchase 00123842,change_order,order_id,00123842,40.0,48.0,ORDER,BELNQ
"I want to edit order 732201349959, help me",change_order,order_id,732201349959,21.0,33.0,ORDER,BCL
can I change purchase 370795561790?,change_order,order_id,370795561790,22.0,34.0,ORDER,BIL
I cannot add some items to purchase 370795561790,change_order,order_id,370795561790,36.0,48.0,ORDER,BELMN
can you help me to add something to purchase 370795561790?,change_order,order_id,370795561790,45.0,57.0,ORDER,BIL
I want help to edit order 00123842,change_order,order_id,00123842,26.0,34.0,ORDER,BL
I have got to switch several items of order 00004587345,change_order,order_id,00004587345,44.0,55.0,ORDER,BLM
add a goddamn item to purchase 732201349959,change_order,order_id,732201349959,31.0,43.0,ORDER,BLW
I wantassistance swapping an item of order 113542617735902,change_order,order_id,113542617735902,43.0,58.0,ORDER,BLZ
modify purchase 113542617735902,change_order,order_id,113542617735902,16.0,31.0,ORDER,BKL
editing order 732201349959,change_order,order_id,732201349959,14.0,26.0,ORDER,BL
I try to switch an article of order 370795561790,change_order,order_id,370795561790,36.0,48.0,ORDER,BL
I am trying to add several products to order 00004587345,change_order,order_id,00004587345,45.0,56.0,ORDER,BLM
change purchase 113542617735902,change_order,order_id,113542617735902,16.0,31.0,ORDER,BKL
i cannot edit order 732201349959,change_order,order_id,732201349959,20.0,32.0,ORDER,BELNQ
I cannot switch some products of purchase 00004587345,change_order,order_id,00004587345,42.0,53.0,ORDER,BELMN
need to add something to purchase 00004587345,change_order,order_id,00004587345,34.0,45.0,ORDER,BLQ
add item to order 370795561790,change_order,order_id,370795561790,18.0,30.0,ORDER,BK
how to switch some items of order 732201349959?,change_order,order_id,732201349959,34.0,46.0,ORDER,BILM
"I want to correct purchase 732201349959, how do I do it?",change_order,order_id,732201349959,27.0,39.0,ORDER,BCIL
I want to delete a goddamn item from order 732201349959,change_order,order_id,732201349959,43.0,55.0,ORDER,BLW
change an aeticle of purchase 113542617735902,change_order,order_id,113542617735902,30.0,45.0,ORDER,BLZ
want help to add several items to order 00123842,change_order,order_id,00123842,40.0,48.0,ORDER,BMQ
help me to switch some items of order 113542617735902,change_order,order_id,113542617735902,38.0,53.0,ORDER,BLM
wanna switch an item of order 113542617735902 ohw to do it,change_order,order_id,113542617735902,30.0,45.0,ORDER,BCILQZ
changing order 00004587345,change_order,order_id,00004587345,15.0,26.0,ORDER,B
removing something from order 732201349959,change_order,order_id,732201349959,30.0,42.0,ORDER,B
switch some products of order 00123842,change_order,order_id,00123842,30.0,38.0,ORDER,BLM
I want to change several products of order 00004587345,change_order,order_id,00004587345,43.0,54.0,ORDER,BLM
i needassistance with adding an item to order 732201349959,change_order,order_id,732201349959,46.0,58.0,ORDER,BQZ
can I edit order 370795561790?,change_order,order_id,370795561790,17.0,29.0,ORDER,BIL
i want help removing a product from order 00004587345,change_order,order_id,00004587345,42.0,53.0,ORDER,BLQ
I want help adding an article to order 00004587345,change_order,order_id,00004587345,39.0,50.0,ORDER,BL
modify purchase 370795561790,change_order,order_id,370795561790,16.0,28.0,ORDER,BL
i cant switch something of purchase 00123842,change_order,order_id,00123842,36.0,44.0,ORDER,BLNQ
need to add somehting to purchase 00004587345,change_order,order_id,00004587345,34.0,45.0,ORDER,BLQZ
how do I add several items to order 732201349959 ?,change_order,order_id,732201349959,36.0,48.0,ORDER,BIMZ
help me modify order 370795561790,change_order,order_id,370795561790,21.0,33.0,ORDER,BL
edit purchase 00123842,change_order,order_id,00123842,14.0,22.0,ORDER,BL
i want information about modifying purchase 732201349959,change_order,order_id,732201349959,44.0,56.0,ORDER,BLQ
how cvan i switch a product of purchase 00004587345,change_order,order_id,00004587345,40.0,51.0,ORDER,BILQZ
i cant switch a product of order 370795561790,change_order,order_id,370795561790,33.0,45.0,ORDER,BLNQ
i want hlp to swap a goddamn product of purchase 00004587345,change_order,order_id,00004587345,49.0,60.0,ORDER,BLQWZ
"I missed some items in purchase 00123842, can I add them?",change_order,order_id,00123842,32.0,40.0,ORDER,BCILM
can i add some articles to order 00004587345,change_order,order_id,00004587345,33.0,44.0,ORDER,BILMQ
modify order 00123842,change_order,order_id,00123842,13.0,21.0,ORDER,BL
assistance swapping some products of purchase 370795561790,change_order,order_id,370795561790,46.0,58.0,ORDER,BLM
help to switch some items of purchase 00123842,change_order,order_id,00123842,38.0,46.0,ORDER,BLM
i have to delete a product from purchase 732201349959,change_order,order_id,732201349959,41.0,53.0,ORDER,BLQ
needd help switching several items of order 00004587345,change_order,order_id,00004587345,44.0,55.0,ORDER,BLMQZ
i need help modifyingg purchase 00123842,change_order,order_id,00123842,32.0,40.0,ORDER,BLQZ
i dont know how to delete something from order 370795561790,change_order,order_id,370795561790,47.0,59.0,ORDER,BLQ
want help to ad some items to order 370795561790,change_order,order_id,370795561790,36.0,48.0,ORDER,BMQZ
I can't switch some products of purchase 00004587345,change_order,order_id,00004587345,41.0,52.0,ORDER,BLMN
i cant chnge a product of purchase 370795561790,change_order,order_id,370795561790,35.0,47.0,ORDER,BLNQZ
switch several items of order 732201349959,change_order,order_id,732201349959,30.0,42.0,ORDER,BLM
remove something from order 00004587345,change_order,order_id,00004587345,28.0,39.0,ORDER,BK
is it possible to swap some articles of purchase 00123842,change_order,order_id,00123842,49.0,57.0,ORDER,BILMQ
wanna change a product of purchase 00123842 can uhelp me,change_order,order_id,00123842,35.0,43.0,ORDER,BCILQ
I need help with swaping an article of order 00004587345,change_order,order_id,00004587345,45.0,56.0,ORDER,BLZ
i need help to change purchase 113542617735902,change_order,order_id,113542617735902,31.0,46.0,ORDER,BLQ
i missed an item in purchase 00123842 i need help adding it,change_order,order_id,00123842,29.0,37.0,ORDER,BCLQ
add item to order 00004587345,change_order,order_id,00004587345,18.0,29.0,ORDER,BK
remove some products from purchase 113542617735902,change_order,order_id,113542617735902,35.0,50.0,ORDER,BLM
"I have to swap an item of order 370795561790, I need help",change_order,order_id,370795561790,32.0,44.0,ORDER,BCL
help editing order 00004587345,change_order,order_id,00004587345,19.0,30.0,ORDER,BL
i have to add an item to purchase 370795561790,change_order,order_id,370795561790,34.0,46.0,ORDER,BLQ
I have to add a product to order 370795561790,change_order,order_id,370795561790,33.0,45.0,ORDER,BL
i want ehlp to change some articles of purchase 732201349959,change_order,order_id,732201349959,48.0,60.0,ORDER,BLMQZ
problem with modifying order 00004587345,change_order,order_id,00004587345,29.0,40.0,ORDER,BL
can you help me change some items of purchase 00123842?,change_order,order_id,00123842,46.0,54.0,ORDER,BILM
how to add an article to purchase 732201349959,change_order,order_id,732201349959,34.0,46.0,ORDER,BILQ
want assistance to change an bloody order i have made,change_order,,,,,ORDER,BQWZ
I need to change several products of purchase 00004587345,change_order,order_id,00004587345,46.0,57.0,ORDER,BLM
I am trying to change an item of purchaes 370795561790,change_order,order_id,370795561790,42.0,54.0,ORDER,BLZ
add something to order 00004587345,change_order,order_id,00004587345,23.0,34.0,ORDER,BK
need to delete something from  order 113542617735902,change_order,order_id,113542617735902,37.0,52.0,ORDER,BLQZ
how to change some products of ofder 00004587345,change_order,order_id,00004587345,37.0,48.0,ORDER,BILMQZ
I try to edit purchase 113542617735902,change_order,order_id,113542617735902,23.0,38.0,ORDER,BL
wanna change some items of order 732201349959 how do i do it,change_order,order_id,732201349959,33.0,45.0,ORDER,BCIMQ
update order 113542617735902,change_order,order_id,113542617735902,13.0,28.0,ORDER,BKL
add item to order 732201349959,change_order,order_id,732201349959,18.0,30.0,ORDER,BK
I wasnt assistance deleting some items from order 00123842,change_order,order_id,00123842,50.0,58.0,ORDER,BLMZ
remove item from order 113542617735902,change_order,order_id,113542617735902,23.0,38.0,ORDER,BK
i have got to swap several articles of purchase 370795561790,change_order,order_id,370795561790,48.0,60.0,ORDER,BLMQ
wanna change some products of order 113542617735902,change_order,order_id,113542617735902,36.0,51.0,ORDER,BLMQ
need to remove several items from purchase 370795561790,change_order,order_id,370795561790,43.0,55.0,ORDER,BLMQ
how to add a product to purchase 113542617735902,change_order,order_id,113542617735902,33.0,48.0,ORDER,BILQ
I want help to add something to purchase 113542617735902,change_order,order_id,113542617735902,41.0,56.0,ORDER,BL
how do i swap some items of purchase 00123842,change_order,order_id,00123842,37.0,45.0,ORDER,BILMQ
how to change order 113542617735902?,change_order,order_id,113542617735902,20.0,35.0,ORDER,BI
i do not know how to swap an item of order 732201349959,change_order,order_id,732201349959,43.0,55.0,ORDER,BELQ
need assistance to remove a product from roder 00123842,change_order,order_id,00123842,47.0,55.0,ORDER,BLQZ
I need help to change order 00123842,change_order,order_id,00123842,28.0,36.0,ORDER,B
edit order 370795561790,change_order,order_id,370795561790,11.0,23.0,ORDER,BL
help me to add something to purchase 732201349959,change_order,order_id,732201349959,37.0,49.0,ORDER,BL
want help to add an article to order 732201349959,change_order,order_id,732201349959,37.0,49.0,ORDER,BLQ
what do i have to do to add sometthing to order 00004587345,change_order,order_id,00004587345,48.0,59.0,ORDER,BIQZ
I have to add an article to order 00004587345,change_order,order_id,00004587345,34.0,45.0,ORDER,BL
"I made a mistake, help correcting order 00004587345",change_order,order_id,00004587345,40.0,51.0,ORDER,BCL
I cannot change something of purchase 732201349959,change_order,order_id,732201349959,38.0,50.0,ORDER,BELN
edit order 732201349959,change_order,order_id,732201349959,11.0,23.0,ORDER,BKL
